"line","speaker","dialogue"
23878,"PAM"," So Cyril ought to be able to jack it."
23880,"PAM"," Well, we tried."
23889,"PAM"," Psst, Cyril. Try to rub one out."
23891,"PAM"," Oh, for-- Not even watching that?"
23905,"PAM"," No. That works. I've heard about people doing that."
23907,"PAM"," I don't need an excuse."
23922,"PAM"," No, but at the last second, you just jump up in the air."
23924,"PAM"," Because you'd give me a lecture on it."
23941,"PAM"," Boom! Priapism!"
23944,"PAM"," Like meat at a Brazilian steakhouse!"
23948,"PAM"," Both."
23956,"PAM"," Well, then I'm peeing."
23958,"PAM"," I think I can get it all back in here."
23963,"PAM"," Let it go."
23972,"PAM"," I thought the hole was bigger."
23988,"PAM"," Okay! Jeez!"
23990,"PAM"," What? Serious shit, did red dawn happen and nobody told me about it?"
23992,"PAM"," There! Happy?"
24005,"PAM"," In Soviet Russia--"
24007,"PAM"," --Toaster take picture of you."
24016,"PAM"," In Soviet Russia--"
24032,"PAM"," Oh, Jesus!"
24042,"PAM"," 911 burn!"
24058,"PAM"," Yeah, inappropes!"
24060,"PAM"," Oh, please. You've all seen it!"
24073,"PAM"," Again?"
24226,"PAM"," God damn it!"
24236,"PAM"," I'll hate-crime your ass right here. You know what?"
24243,"PAM"," Works for Canada."
24247,"PAM"," It just gets hot as balls in here."
24255,"PAM"," Black Mexican?"
24257,"PAM"," Shouldn't what?"
24260,"PAM"," Where's Woodhouse?"
24264,"PAM"," Okay, ante up, yagoat-raping pig devils! Nothing wild but the dealer."
24266,"PAM"," What?"
24272,"PAM"," Well, if we're not gonna play poker!"
24292,"PAM"," I'm a notary!"
24295,"PAM"," What the shit, Manny?"
24302,"PAM"," Wait, what the hell am I doing? The roof's the first place they'll look."
24376,"PAM"," They weren't solid."
24403,"PAM"," So... you do improv, huh?"
24407,"PAM"," Goddamn, who is it? Cancer?"
24410,"PAM"," And that's how you ask?"
24412,"PAM"," Yes."
24419,"PAM"," Hang on! Make him beg!"
24423,"PAM"," How did you get on the no-fly list? Uh..."
24434,"PAM"," Yay!"
24443,"PAM"," And me and Krieger are all about going to Branson!"
24448,"PAM"," It's only the biggest country music tourist destination in the world!"
24451,"PAM"," She has no memory of any of that."
24455,"PAM"," the comedy stylings of Yakov Smirnoff!"
24458,"PAM"," Are you serious?"
24467,"PAM"," Wait, what?"
24471,"PAM"," Man, I can't see it!"
24473,"PAM"," What's Area-- Are you shitting me? Everybody knows about Area 51!"
24480,"PAM"," Ray! Get in closer, I can't see jack dick!"
24482,"PAM"," Oh come on, you pussy!"
24488,"PAM"," Ray, get closer!"
24498,"PAM"," Ray!"
24520,"PAM"," You mean right at Area 51?"
24522,"PAM"," I mean... yes?"
24542,"PAM"," Yeah, they don't keep 'em around for their milk."
24551,"PAM"," Wait, what?"
24567,"PAM"," Who?"
24613,"PAM"," Ho, ho, ho, holy shitsnacks!"
24618,"PAM"," C'mon!"
24631,"PAM"," You think that's for us?"
24633,"PAM"," What am I, this map? Oh wait. Aw crap, this is totally nine!"
24635,"PAM"," Yeah, like just a fire drill."
24637,"PAM"," You don't think I killed him, do ya?"
24666,"PAM"," Pff, like what, how to build a better anal probe?"
24668,"PAM"," A light-year's a unit of length, dipshit."
24670,"PAM"," Length."
24672,"PAM"," I know how far light travels in vacuum in a Julian year."
24674,"PAM"," I, that, my, I-- you know my name? Yes, Pamela."
24677,"PAM"," Yeah, head. Head."
24679,"PAM"," Holy shit, like in scanners?"
24702,"PAM"," Ta-take us... with you!"
24711,"PAM"," Can, can-can we talk for a second? About what happened?"
24714,"PAM"," No! You guys! I swear, they were--"
24719,"PAM"," Tell me! Tell me you saw them! I--"
24721,"PAM"," B-but you believe me, don't you? You believe I'm telling the truth!"
24723,"PAM"," So you do believe me?"
24805,"PAM"," Seriously? Are you frickin' serious?"
24807,"PAM"," Oh, my God!"
24809,"PAM"," So, now we gotta forfeit league night? How the hell did you run out of gas?"
24814,"PAM"," Brownsville's just the name, dip-nuts."
24819,"PAM"," Yeah, dude, not cool."
24899,"PAM"," Will you shut up? We're only going one mile an hour!"
24901,"PAM"," Aw, shush and push! You guys all better be pushing back there!"
24905,"PAM"," Son of a bitch... then I dunno why this heap of shit's not going faster."
24907,"PAM"," Wh--? the frickin' brake was on? God--"
24980,"PAM"," Toss out... everything! We've gotta get rid of some of this weight!"
24985,"PAM"," What? Yes, you ding-dongs! Throw out the goddamn bowling balls!"
24987,"PAM"," And that's how they all died."
25012,"PAM"," Don't shoot! Don't shoot! Please, don't-- Darryl?"
25014,"PAM"," Oh, my God, I used to beat this bitch's ass at fight club, like, all the time!"
25018,"PAM"," Long story, funny story, and I'll tell you guys all about it over beers at the nearest titty bar, my treat."
25020,"PAM"," No, but Beard McBoggeyes over there will and he'll install a nitrous tank, so you don't have to drive around town like a giant pussy. Won't ya, Krieger?"
25022,"PAM"," So c'mon, let's go make it rain Pammy."
25024,"PAM"," Honestly don't care."
25065,"PAM"," Holy shit."
25104,"PAM"," I think these uniforms are awesome! Here, let me get some pics of you!"
25106,"PAM"," Pfff, please. Please?"
25127,"PAM"," Ow!"
25133,"PAM"," Burn!"
25138,"PAM"," What?"
25142,"PAM"," Ow, man, what a hate-slappin' bitch."
25144,"PAM"," Wait, what? But I thought you and Lana were kinda, you know..."
25146,"PAM"," Well, nothing, but--"
25148,"PAM"," So what, you're gonna try to bang the queen just to make Lana jealous?"
25150,"PAM"," Your mom's dog?"
25152,"PAM"," The wife of a duke?"
25154,"PAM"," Moaning Lisa."
25156,"PAM"," Girl with a pearl necklace. The potato eaters."
25158,"PAM"," But wait. Why are you telling me your plan to not make Lana jealous?"
25160,"PAM"," You're my best friend!"
25162,"PAM"," You're my second best friend! Oh, my God..."
25164,"PAM"," Eh, I thought by now I'd be doing a lot better in the old friend department."
25166,"PAM"," Well, day's not over..."
25198,"PAM"," 10-4 on the 20, come back."
25218,"PAM"," And I am embarrassed to say that I have room for only one passenger."
25220,"PAM"," Burn."
25222,"PAM"," Return! I shall take His Highness, and then I shall speedily return for--"
25226,"PAM"," Damn, Gina."
25230,"PAM"," Pardon, but I'm supposed to--"
25236,"PAM"," Blorp."
25290,"PAM"," I'll be seein' you two later..."
25296,"PAM"," Yeah, they are gonna kill everybody."
25299,"PAM"," Yeah, Lana, get his pants off."
25319,"PAM"," Ew."
25323,"PAM"," Wait, what about you guys?"
25327,"PAM"," Uh-huh."
25372,"PAM"," Well, we were all thinkin' it."
25375,"PAM"," Oh, then Ray's right."
25377,"PAM"," Well, hooray. Give yourself a hand."
25379,"PAM"," I know you better sit your ass down before I slam an Easy Spirit up it."
25382,"PAM"," They make me sick! Rub it in our faces how we're doomed to be alone."
25385,"PAM"," Yeah, that's her point. And think how hard watching them must be for Cyril."
25387,"PAM"," Cyril! You can lie to yourself..."
25389,"PAM"," ...but don't lie to Team Breakup. Uh what? Guys, it's obvious what we gotta do."
25391,"PAM"," No!"
25393,"PAM"," I mean, it's either that or..."
25395,"PAM"," No! The solution to every problem isn't throwing frickin' acid on it!"
25398,"PAM"," I don't know. Maybe we could do something like one of those bait cars? But obviously, the car would be a vagina."
25409,"PAM"," But wait. If it's a kidnapping--"
25445,"PAM"," Because, you ding dong, our bait-car hooker has to be hotter than Lana."
25447,"PAM"," What? Did you suddenly go blind?"
25450,"PAM"," Yeah. So two grand apiece!"
25455,"PAM"," Probably."
25457,"PAM"," Really?"
25459,"PAM"," Damn."
25461,"PAM"," Really?"
25463,"PAM"," Probably because I got two frickin' hands!"
25468,"PAM"," Well, no news is good news."
25475,"PAM"," It wouldn't matter! Because Mr. Archer would feed you your own bones!"
25478,"PAM"," So come on! Let's pick a hooker!"
25483,"PAM"," Well, I was gonna say vagina."
25489,"PAM"," Ray's missing a hand."
25491,"PAM"," They're all gonna have--"
25493,"PAM"," Oh. Still, though..."
25495,"PAM"," Come on, it's New York. I bet it's 20,000 hookers here. What are the odds Mr. Archer already banged whichever one we pick?"
25497,"PAM"," Me too."
25502,"PAM"," Me too."
25504,"PAM"," Keep it up, Stumplestiltskin."
25543,"PAM"," Copy that, Figgis Newton."
25545,"PAM"," And also, shitty operation name."
25547,"PAM"," Why do you care? About either?"
25562,"PAM"," Sorry, I had to get stakeout supplies, and-- What happened to your van?"
25568,"PAM"," Okay, little help here, nerm-nerts."
25570,"PAM"," No. But I brought a couple joints."
25586,"PAM"," Oh, my God! This is, like, the perfect day."
25618,"PAM"," Oh, man, I don't want to sound greedy, but a threesome and then a break-up? Or a foursome, and I'm the pizza guy?"
25661,"PAM"," I mean, how do you not murder her every day?"
25693,"PAM"," Cyril's gotta... tell you something."
25713,"PAM"," Seriously. Maybe try growing a pair."
25795,"PAM"," Hand job."
25864,"PAM"," What?"
25874,"PAM"," What?"
26053,"PAM"," Seriously. Come on, Tinker Toy, let's go pound some homemade gin!"
26077,"PAM"," Okay I'm not. Jesus."
26089,"PAM"," Ooh, little ""handingo"" action."
26107,"PAM"," Wait, what?!"
26116,"PAM"," Well it's normally the other way around, but this time, I think I definitely prefer the carrot."
26118,"PAM"," Yeah... I know."
26125,"PAM"," That's racist!"
26142,"PAM"," I was voted best milker."
26171,"PAM"," Ooh, ""Yellow sub..."""
26208,"PAM"," Aw come on, they're not so..."
26225,"PAM"," What, like, butt-sex?"
26227,"PAM"," Well let's keep an open mind."
26327,"PAM"," Speak for yourself, holy shrink-snacks."
26329,"PAM"," So why are you messing around with this crazy shrink ray? It's not like you need a million bucks."
26331,"PAM"," I..."
26333,"PAM"," Why?"
26335,"PAM"," Well maybe she'll die."
26393,"PAM"," What the shit?"
26446,"PAM"," Ya know, on the farm it was actually a pot, like...it was literally a pot."
26491,"PAM"," Yeah... Should you even have those?"
26517,"PAM"," Well, cheer up, buddy. Maybe Krieger can get you some black bionic legs."
26540,"PAM"," Well, some people can't help it!"
26542,"PAM"," I was talking about Ray."
26578,"PAM"," Up there, to gawk at TV's Michael Gray."
26581,"PAM"," He can't come, he's crippled."
26610,"PAM"," What?"
26618,"PAM"," I was gonna ask you to."
26632,"PAM"," Yay!"
26634,"PAM"," Sorry."
26638,"PAM"," Who has an entire submarine with no damn talcum powder on board?"
26641,"PAM"," What's that mean?"
26643,"PAM"," Holy snacrophages."
26661,"PAM"," There's another one, nine o'clock!"
26677,"PAM"," Archer, look out!"
26683,"PAM"," Okay, door's closed! Hit it!"
26689,"PAM"," We could start drinking it."
26691,"PAM"," Well, plus I'm pretty thirsty."
26693,"PAM"," I'm pretty thirsty."
26707,"PAM"," Ah!"
26725,"PAM"," Mmkay."
26752,"PAM"," Woo-hoo!"
26810,"PAM"," And some kick-ass advertising."
26813,"PAM"," I gotta go get my car smogged!"
26895,"PAM"," Oh, man! Can't Cheryl do that? I wanted to be the gruff but lovable driver, mechanic, and maybe occasional muscle. Like a folksy B.A. Baracus."
26931,"PAM"," You know, you guys could help."
26978,"PAM"," What? His license?"
27075,"PAM"," Yay! [grunts]"
27077,"PAM"," Ow."
27104,"PAM"," [snickering] His name's Furlock Bones."
27159,"PAM"," And you have an erection."
27170,"PAM"," How do you know she's the real one?"
27178,"PAM"," Ew!"
27187,"PAM"," Is the bear, like, standing in the space or actually driving the car?"
27230,"PAM"," No-o-ope."
27242,"PAM"," Ooohh!"
27290,"PAM"," Aw, jeez, you guys are freaking me out! [*** Pam punches Cheryl ***]"
27305,"PAM"," Well, but you gotta hand it to him. This was the best voice-mail ever!"
27356,"PAM"," [GASPS]"
27359,"PAM"," Those are real-life crickets!"
27408,"PAM"," Oh, my tits, whaaat!"
27410,"PAM"," I'm not."
27416,"PAM"," Oh, my tits, whaaat!"
27442,"PAM"," Two hundred thousand divided by eight equal shares. That's Holy shitsnacks! 25 grand each?"
27620,"PAM"," Yeah, Cyril!"
27623,"PAM"," The free pass for havin' a vag."
27630,"PAM"," Wh-- She's obviously got a vagina."
27876,"PAM"," Her name's Cher--"
27963,"PAM"," Yeah, right! We're way over maximum voltage. I got about a buck-fifty in pennies crammed in the fusebox as it is."
27965,"PAM"," Oh, relax. Worst case, an innocent migrant farmhand goes to turn on the milking machine and gets electrocuted."
27967,"PAM"," I mean, worst case we fry some circuits."
27985,"PAM"," Don't try to body shame me! Dog Tits!"
28004,"PAM"," Oh right, I forgot about Miss Archer."
28033,"PAM"," [laughs] I knew that was coming. On my tits, what?"
28036,"PAM"," Noyce."
28038,"PAM"," No, that's a quote by Wilfrid Noyce."
28040,"PAM"," What? Yes!"
28042,"PAM"," Yes!"
28044,"PAM"," Noice."
28074,"PAM"," Wait, are we doing--"
28083,"PAM"," I found her!"
28086,"PAM"," Your mom! At least I think I did."
28096,"PAM"," Holy shitsnacks! And she's still alive, you guys! She lives in L. A. !"
28126,"PAM"," Oh, shit! The pennies!"
28136,"PAM"," Oh, you worry about everything."
28165,"PAM"," No, dummy!"
28186,"PAM"," And you want us to steal it!"
28193,"PAM"," Man, I'd rub it in his face!"
28195,"PAM"," I will stop, but I will not apologize."
28203,"PAM"," Holy shitsnacks! So we're going to a no-shit black-tie Hollywood gala?"
28205,"PAM"," But what do we wear? Is it, like, gowns and gloves? And do I rent a girdle? Are there gonna be dress fittings? Do I get a bikini wax? And I don't know my tiara size! And, oh, my God, what of shoes?"
28207,"PAM"," This is gonna be suckin' amazing!"
28209,"PAM"," And so, when I said ""suckin' amazing"" obviously I meant ""suckin' bullshit. """
28215,"PAM"," Really?"
28222,"PAM"," You, Otto Von Jizmarck."
28224,"PAM"," Eh"
28228,"PAM"," Wouldn't you like to"
28230,"PAM"," This is a deconstructed slider made from certified Kobe beef from Hyogo prefecture, with a tarragon aioli."
28240,"PAM"," Really? Some bullshit job."
28254,"PAM"," Oh, you're way prettier than her."
28257,"PAM"," Shut up!"
28272,"PAM"," Aw, leave him alone. He's not the one trying to shuck your lady-corn."
28274,"PAM"," How should I know?"
28276,"PAM"," I'm also supposed to be pooling tips. Which I haven't gotten any yet, so Hey, Ray! You getting any tips?"
28280,"PAM"," Okay, so, I've been watching like a hawk, and here's the whats Lana's pissed at Archer 'cause she thought he was macking on Bleached Asshole, and she's pissed at Archer 'cause she thought he was a Hollywood honcho like ol' Whitey Crane over there, who is macking on Lana, who's totally full of crap 'cause deep down, she's totally buyin' into Whitey's bullshit. So to get back at her, Archer's gonna pretend to mack on, but not really, 'cause deep down, he's got a real-life crush-boner for her, Veronica Deane!"
28282,"PAM"," Well, ""whom,"" but yeah."
28284,"PAM"," I don't know who she's into."
28288,"PAM"," Anyway, I don't want to jinx it, but this might end up a murder mystery."
28295,"PAM"," Why do we have to clean it up? Her dumb ass broke the damn thing."
28407,"PAM"," There he is. How you doing, bub?"
28410,"PAM"," Well, for starters, you're a one-hitter quitter."
28412,"PAM"," Hm, like five hours?"
28415,"PAM"," Which"
28418,"PAM"," And these guys are losing their shit."
28420,"PAM"," Don't start."
28422,"PAM"," And so about a jillion cops showed up, so then it was a full-on siege. And then after that, the head clown"
28426,"PAM"," Well, except for kinda the core group."
28429,"PAM"," Sorry, that was my jam."
28434,"PAM"," Wh That is the least best part."
28436,"PAM"," So Cheryl here I'm sorry. Tania here has decided she's got Stockholm Syndrome."
28458,"PAM"," Come on!"
28468,"PAM"," When this is over, remind me to kick your tits off."
28548,"PAM"," Hmm? Infiltrated the enemy, huh?"
28550,"PAM"," Enema! Just talking about enemas, and, uh, how clean and fresh they make you feel. I mean, not you, per se, but people, ya know, in general, I guess. And kids, also, maybe. I don't know what kids are into these days. Are whippits still a thing? Point is shitter's clogged!"
28564,"PAM"," Hang on. I got a big old wad of toilet paper stuck on my shoe."
28574,"PAM"," Well hope I'm not allergic to clown blood. S'up, ding-dong?"
28576,"PAM"," I heard you were getting your ass beat."
28606,"PAM"," Welp. Stay cold, Pony Boy. Eh Okay, now I just gotta find Archer."
28625,"PAM"," But first I gotta figure out which one of these scrote-licks is him."
28639,"PAM"," Oh, and bigger question-- how the hell am I gonna tell which clown is Archer? You didn't think about that, did ya, Poovey?"
28667,"PAM"," Holy shit-house! That must be Archer and a bad guy! But which is which? Should I shoot one wait or both? Just blow off everybody's kneecaps and then apologize to one of 'em? Wait, what am I saying? All the other bad guys will hear the shotgun! Well Aw, damn it! Holy shitsnacks!"
28670,"PAM"," Archer?"
28674,"PAM"," Goddamn it!"
28676,"PAM"," Us?"
28681,"PAM"," Oh, my God! Seriously? I wish I'd blown off both of you guys's kneecaps."
28684,"PAM"," Oh, eat my asshole! Now what are we gonna do about the hostage situation?"
28714,"PAM"," How the hell is that a toy for kids?"
28716,"PAM"," Oh, thank God,"
28765,"PAM"," Sharknoid, Sharknoid 2, Sharknoid 3 In 3-D, Sharknoid 4, Shark"
28767,"PAM"," Let me finish. Sharknoid Five."
28813,"PAM"," Aw, man. Lousy timing. My bush looks like I'm sitting on Jerry Garcia's face."
28816,"PAM"," And he tells two friends."
28818,"PAM"," And so on and so on and so on."
28823,"PAM"," Who says she's pimping you?"
28827,"PAM"," And-or kakow?"
28829,"PAM"," Uh, wha"
28841,"PAM"," Oh, please."
28848,"PAM"," Welp, guess I'm gonna need a bucket of ice and a roll of gaffer tape."
28850,"PAM"," D-I-Y Brazilian. When it's this bushy, the clippers just get stoved up."
28853,"PAM"," Well, I'm sorry. I didn't know I was going to get called up to the big show."
28882,"PAM"," Only if Zissner's into archeology."
28888,"PAM"," Oh, man. I'm gonna seduce the dick off that dude. Oww!"
28890,"PAM"," Exactly. Ow!"
28899,"PAM"," Oh, man."
28939,"PAM"," Well, a lot of it's the Brazilian. They really make you feel sexy. At least until the ingrown hairs turn me back into Bumplestiltskin."
28970,"PAM"," Um Psst. Lana, come here. Come here, come here, come here, come here. Take the bet. Double it."
28972,"PAM"," Don't be shitty. I'm in progress. And plus, Jerkleton, I've got this."
28974,"PAM"," Right?"
28976,"PAM"," Yes, it does. We just need to mix it with some mole's blood."
29008,"PAM"," Okay, let's go put some stank on it."
29010,"PAM"," Unless we can find some mole's blood."
29029,"PAM"," Yeah, me too. Pony up, neckbone."
29042,"PAM"," Then why's Krieger dressed up like Evil Nazi Bob Ross Knievel?"
29044,"PAM"," It's for work!"
29059,"PAM"," Wait."
29077,"PAM"," And tape it."
29085,"PAM"," Goddamn, I wish I was married!"
29097,"PAM"," Aah!"
29101,"PAM"," Enter Sandman."
29127,"PAM"," Really?"
29204,"PAM"," No, but for real, though, the CIA really drugged and hypnotized people?"
29213,"PAM"," Oh, you can't!"
29215,"PAM"," Or your goddamn brain chips, like you made that rabbit a vegetable with."
29221,"PAM"," Dude, is that blackface?"
29223,"PAM"," Whoa!"
29229,"PAM"," Wait, what?"
29281,"PAM"," What? Bluntz & Blintzen? Nice try, Krieger. Who am I, the Road Runner? Although if this is for real, I'll never forgive myself. Goddamn it, this better not be a ruse! All right. There better be some damn [sputters, spits] What the [heart beating] Huh."
29283,"PAM"," Yes, Doctor."
29285,"PAM"," Yes, Doctor."
29287,"PAM"," Hey, neck-bird, come here a second!"
29289,"PAM"," Uh, there's a mouse caught in a trap, and he's still alive, but his tiny little back's broken!"
29294,"PAM"," Hey, Cyril, come here!"
29297,"PAM"," Uh, we found Lana's diary!"
29300,"PAM"," Yes, Doctor."
29401,"PAM"," Yes, Ray."
29463,"PAM"," [exhales] Pants, hell. Where's that damn cat?"
29465,"PAM"," The one that shit in my mouth. [spitting] And that may or may not be a metaphor."
29472,"PAM"," So now we gotta go see Jo Jo Dancer."
29528,"PAM"," Yay!"
29534,"PAM"," Pam craft services."
29535,"PAM"," Goddamn it."
29557,"PAM"," Shotgun!"
29558,"PAM"," Lunch, hot lunch! You get it from hot lunch Pam Hot lunch!"
29560,"PAM"," Because that crazy dago let me drive the truck, so I was the road head-ee."
29562,"PAM"," Yep. Just one of the many perks of having a C. D. L."
29564,"PAM"," Commercial driver's license. And also a [bleep]."
29566,"PAM"," [chuckling] That's what he said. But in Italian."
29572,"PAM"," Uh, just you?"
29579,"PAM"," Must be her cheat day."
29627,"PAM"," What the hell, Tunt? You leave me to craft all the service by myself?"
29636,"PAM"," Nah, somebody definitely tampered with it. The brake line's cut, the steering wheel's tied off, and the throttle linkage is jammed wide open."
29663,"PAM"," [chuckles] Which hole?"
29666,"PAM"," [laughing] Which hole? [clears throat] Sorry. What?"
29668,"PAM"," Like, is he good at plowing?"
29671,"PAM"," Aww, Li'l Baby Elton"
29675,"PAM"," Yeah, you don't forget a hoof to the tits. Or shooting your first mule."
29677,"PAM"," Hmm two."
29686,"PAM"," So you want us to quit doing our jobs to help you cockblock Archer?"
29688,"PAM"," No."
29717,"PAM"," Umm"
29719,"PAM"," Wh Jesus."
29725,"PAM"," Ooh. How about I seduce her?"
29727,"PAM"," [scoffs] Who cares?"
29729,"PAM"," Hey, you know what?"
29732,"PAM"," No, we're not."
29735,"PAM"," Holy shitsnacks."
29740,"PAM"," Ooh. How about I seduce him?"
29742,"PAM"," [scoffs] Who care Wait, what?"
29744,"PAM"," I"
29746,"PAM"," I thought she did."
29748,"PAM"," Yeah, but she was all tore-up drunk. Oh, right. Plus I was wearing a stra"
29752,"PAM"," [chuckling] She certainly did."
29758,"PAM"," And there is a bit of a clock on this, so"
29799,"PAM"," Yeah."
29801,"PAM"," Yep."
29816,"PAM"," Follow that ass."
29823,"PAM"," Oh, my God."
29830,"PAM"," [chuckling] Fluid on the ground, on the walls"
29869,"PAM"," Get a load of Obi-Wan-Attorney."
29874,"PAM"," Are you kidding me?"
29888,"PAM"," Oh, man, you never rent a mule."
29890,"PAM"," You lease that surly bastard."
29898,"PAM"," Yes, you did! I was right there!"
29900,"PAM"," You little"
29954,"PAM"," Oh, man! (TOILET FLUSHING) We gotta wash our hands?"
29958,"PAM"," Geez! Make up your mind, America!"
30039,"PAM"," Don't y'all know?"
30044,"PAM"," Whatever."
30063,"PAM"," Yeah, that's like the first law of robotics."
30065,"PAM"," Well, excuse me, Dr. Han Fastolfe. Too obscure?"
30115,"PAM"," Uh, 99 bottles of beer on the Ow! Je-sus!"
30265,"PAM"," Holy shitsnacks!"
